Version 2.0
========================================================================
Instructions:
Dimension: Enter "2" for 2D, "3" for 3D (Integer)
Particles: Number of particles to read from this file (Integer)
For each variable, enter whether it will be read from the file
("T" to be read (True), "F" to not be read (False)). When not read, enter the
default values assign to all particles.
Coordinates are always read (X,Y in 2D, X,Y,Z in 3D)
Phase_ID, Diameter, Density, Temperature are scalars
Velocity requires U,V in 2D, U,V,W in 3D
Temperature is only read/set if the energy equation is solved
Species are only read/set if the species equations are solved, and requires
all species to be set (if phase 1 has 2 species and phase 2 has 4 species,
all particles must have 4 entries, even phase 1 particles (pad list with zeros)
User scalars need DES_USR_VAR_SIZE values
Data starts at line 35. Each column correspond to a variable.
========================================================================
Dimension:    2                               
Particles:    121                             
========================================================================
Variable      Read(T/F)     Default value (when Read=F)
========================================================================
Coordinates:     T          Must always be T
Phase_ID:        T
Diameter:        F          0.00005
Density:         F          1050.
Velocity:        T           
Temperature:     T          (Ignored if energy eq. is not solved)
Species:         T          (Ignored if species eq.  are not solved)
User_Scalar:     T          (Ignored if no user scalars are defined)
================================================================================
|       x       |       y       |    Phase_ID   |       u       |       v      |
================================================================================            
0.003                0.000075003  1          0 -10
0.000025	0.000025	2	0	0
0.000075	0.000025	2	0	0
0.000125	0.000025	2	0	0
0.000175	0.000025	2	0	0
0.000225	0.000025	2	0	0
0.000275	0.000025	2	0	0
0.000325	0.000025	2	0	0
0.000375	0.000025	2	0	0
0.000425	0.000025	2	0	0
0.000475	0.000025	2	0	0
0.000525	0.000025	2	0	0
0.000575	0.000025	2	0	0
0.000625	0.000025	2	0	0
0.000675	0.000025	2	0	0
0.000725	0.000025	2	0	0
0.000775	0.000025	2	0	0
0.000825	0.000025	2	0	0
0.000875	0.000025	2	0	0
0.000925	0.000025	2	0	0
0.000975	0.000025	2	0	0
0.001025	0.000025	2	0	0
0.001075	0.000025	2	0	0
0.001125	0.000025	2	0	0
0.001175	0.000025	2	0	0
0.001225	0.000025	2	0	0
0.001275	0.000025	2	0	0
0.001325	0.000025	2	0	0
0.001375	0.000025	2	0	0
0.001425	0.000025	2	0	0
0.001475	0.000025	2	0	0
0.001525	0.000025	2	0	0
0.001575	0.000025	2	0	0
0.001625	0.000025	2	0	0
0.001675	0.000025	2	0	0
0.001725	0.000025	2	0	0
0.001775	0.000025	2	0	0
0.001825	0.000025	2	0	0
0.001875	0.000025	2	0	0
0.001925	0.000025	2	0	0
0.001975	0.000025	2	0	0
0.002025	0.000025	2	0	0
0.002075	0.000025	2	0	0
0.002125	0.000025	2	0	0
0.002175	0.000025	2	0	0
0.002225	0.000025	2	0	0
0.002275	0.000025	2	0	0
0.002325	0.000025	2	0	0
0.002375	0.000025	2	0	0
0.002425	0.000025	2	0	0
0.002475	0.000025	2	0	0
0.002525	0.000025	2	0	0
0.002575	0.000025	2	0	0
0.002625	0.000025	2	0	0
0.002675	0.000025	2	0	0
0.002725	0.000025	2	0	0
0.002775	0.000025	2	0	0
0.002825	0.000025	2	0	0
0.002875	0.000025	2	0	0
0.002925	0.000025	2	0	0
0.002975	0.000025	2	0	0
0.003025	0.000025	2	0	0
0.003075	0.000025	2	0	0
0.003125	0.000025	2	0	0
0.003175	0.000025	2	0	0
0.003225	0.000025	2	0	0
0.003275	0.000025	2	0	0
0.003325	0.000025	2	0	0
0.003375	0.000025	2	0	0
0.003425	0.000025	2	0	0
0.003475	0.000025	2	0	0
0.003525	0.000025	2	0	0
0.003575	0.000025	2	0	0
0.003625	0.000025	2	0	0
0.003675	0.000025	2	0	0
0.003725	0.000025	2	0	0
0.003775	0.000025	2	0	0
0.003825	0.000025	2	0	0
0.003875	0.000025	2	0	0
0.003925	0.000025	2	0	0
0.003975	0.000025	2	0	0
0.004025	0.000025	2	0	0
0.004075	0.000025	2	0	0
0.004125	0.000025	2	0	0
0.004175	0.000025	2	0	0
0.004225	0.000025	2	0	0
0.004275	0.000025	2	0	0
0.004325	0.000025	2	0	0
0.004375	0.000025	2	0	0
0.004425	0.000025	2	0	0
0.004475	0.000025	2	0	0
0.004525	0.000025	2	0	0
0.004575	0.000025	2	0	0
0.004625	0.000025	2	0	0
0.004675	0.000025	2	0	0
0.004725	0.000025	2	0	0
0.004775	0.000025	2	0	0
0.004825	0.000025	2	0	0
0.004875	0.000025	2	0	0
0.004925	0.000025	2	0	0
0.004975	0.000025	2	0	0
0.005025	0.000025	2	0	0
0.005075	0.000025	2	0	0
0.005125	0.000025	2	0	0
0.005175	0.000025	2	0	0
0.005225	0.000025	2	0	0
0.005275	0.000025	2	0	0
0.005325	0.000025	2	0	0
0.005375	0.000025	2	0	0
0.005425	0.000025	2	0	0
0.005475	0.000025	2	0	0
0.005525	0.000025	2	0	0
0.005575	0.000025	2	0	0
0.005625	0.000025	2	0	0
0.005675	0.000025	2	0	0
0.005725	0.000025	2	0	0
0.005775	0.000025	2	0	0
0.005825	0.000025	2	0	0
0.005875	0.000025	2	0	0
0.005925	0.000025	2	0	0
0.005975	0.000025	2	0	0
